Ai sensi dell'art. 14 del D.lgs. 109/2007 i decreti sanzionatori, adottati ai sensi del medesimo decreto, sono assoggettati alla giurisdizione del giudice ordinario?;a) Si, è competente in via esclusiva il Tribunale di Roma.;b) No, sono di competenza del Questore.;c) No, sono di competenza del Direttore dell'Agenzia delle Entrate;d) No, sono di competenza del Prefetto.;1
Al verificarsi di quale delle seguenti condizioni le sanzioni, di cui all'articolo 13 del D.Lgs. 109/2007, possono essere ridotte fino ad un terzo applicando i criteri di cui all'art. 13 ter del medesimo decreto?;a) Se il soggetto sanzionato versa all'Agenzia delle Entrate una cauzione pari all'importo della sanzione.;b) Se il soggetto sanzionato versa all'Agenzia del Demanio una cauzione pari all'importo della sanzione.;c) Se il soggetto sanzionato è cittadino italiano.;d) Se il soggetto sanzionato collabora attivamente con le competenti autorità nel corso dell'accertamento;4
Quale tra questi compiti dell'Agenzia del Demanio è previsto dall'art. 12 del D. Lgs. 109/2007?;a) Trasmettere ogni anno al Comitato una relazione dettagliata sullo stato dei beni e sulle attività compiute.;"b) Trasmettere
mensilmente al Comitato una relazione dettagliata sullo stato dei beni e sulle attività compiute.";c) Trasmettere ogni tre mesi al Comitato una relazione dettagliata sullo stato dei beni e sulle attività compiute.;d) Trasmettere ogni sei mesi al Comitato una relazione dettagliata sullo stato dei beni e sulle attività compiute.;3
Quale ipotesi disciplina l'art. 12 comma 8 del D.Lgs. 109 del 2007?;"a) La gestione del patrimonio del soggetto che non viene sottoposto al congelamento;";"b) Il pagamento delle spese dovute per la conservazione e l'amministrazione dei beni oggetto di congelamento;";"c) La conservazione della piantagione di cocaina sottoposta a sequestro probatorio;";"d) Il sistema di tutele previsto per il personale dell'Agenzia nazionale per l'amministrazione e la destinazione dei beni sequestrati e confiscati alla criminalità organizzata;";2
Quale istituto prevede l'art. 12 comma 7 del D.Lgs. 109 del 2007?;"a) Il parere discrezionale del Segretario Generale delle Nazioni Unite su proposte di congelamento di beni pervenute dal Ministero dell'Economia e delle Finanze;";"b) Il parere vincolante del Comitato di Sicurezza Finanziaria, nei casi di congelamento di beni immobili e mobili registrati per i quali si rendano necessari interventi di manutenzione straordinaria;";"c) L'autorizzazione dell'Agenzia delle Entrate alla riscossione dell'IMU sui beni immobili oggetto di congelamento;";"d) La concessione di un nulla osta del Giudice delegato, a seguire la procedura di congelamento, per procedere alla ristrutturazione edilizia dei beni immobili sui quali è stato apposto il vincolo patrimoniale;";2
Ai sensi dell'art. 12 comma 3 del D.Lgs. 109 del 2007 quale Autorità procede alla nomina di custodi ed amministratori incaricati della gestione del patrimonio sottoposto al congelamento?;"a) L'Istituto per la Vigilanza sulle Assicurazioni;";"b) L'Autorità Nazionale Anticorruzione;";"c) L'Autorità Garante della Concorrenza e del Mercato;";"d) L'Agenzia del Demanio;";4
Da chi vengono effettuate le comunicazioni di cui all'art. 7 comma 1 del D.Lgs. 109 del 2007?;"a) Dall'Unità di
Informazione Finanziaria;";"b) Dai soggetti obbligati ai sensi del D.Lgs. 231 del 2007;";"c) Dal Reparto Operativo Aereonavale della Guardia di Finanza;";"d) Dal Comando Generale dell'Arma dei Carabinieri;";2
Ai sensi dell'art. 3 comma 6 del D.Lgs. 109 del 2007 il Comitato di Sicurezza Finanziaria adotta ogni atto necessario per la corretta e tempestiva attuazione delle misure di congelamento disposte:;"a) Dalle Nazioni unite, dall'Unione Europea e dal Ministro dell'Economia e delle Finanze ai sensi della vigente normativa;";"b) Dalla Procura Nazionale Antimafia ed
Antiterrorismo;";"c) Dalla Procura Europea;";"d) Dal Tribunale Penale Internazionale;";1
Il possesso di sostanze stupefacenti o psicotrope di differente tipologia:;"a) È da considerarsi un'aggravante in ordine all'illecito amministrativo di cui all'art. 75 D.P.R. 309 del 1990;";"b) È un elemento ostativo per la configurabilità dell'art. 73 D.P.R. 309 del 1990;";"c) Non può considerarsi fatto ostativo all'applicazione dell'art. 73 del comma 5 D.P.R. 309 del 1990, così come richiamato nella Sentenza nr. 34537 del 2023 della Corte di Cassazione - IV Sezione Penale;";"d) È da considerarsi un'attenuante in ordine all'illecito amministrativo di cui all'art. 75 D.P.R. 309 del 1990;";3
Quale ipotesi disciplina l'art. 99 del D.P.R. 309 del 1990?;"a) Le associazioni per delinquere transnazionali;";"b) La confisca di immobili usati per lo spaccio di droghe;";"c) Lo sgombero di
immobili pubblici nei quali si sono costituiti gruppi dediti allo spaccio di stupefacenti;";"d) La perquisizione e cattura di navi ed aeromobili sospetti di attendere al traffico illecito di sostanze stupefacenti o psicotrope;";4
L'art. 1 del D.Lgs. 109 del 2007 contiene:;a) La procedura da attuare per il congelamento delle risorse economiche.;"b) L'armamentario definitorio della normativa in materia di ""misure per prevenire, contrastare e reprimere il finanziamento del terrorismo e l'attività dei Paesi che minacciano la pace e la sicurezza internazionale"".";c) L'elenco dei gruppi fondamentalisti islamici operanti nel territorio italiano.;d) La definizione degli obblighi antiriciclaggio cui sono tenuti ad adempiere i professionisti.;2
L'art. 75 comma 1 bis del D.P.R. 309 del 1990 prevede:;"a) La riabilitazione, per buona condotta, del reo incriminato del traffico di sotanze stupefacenti;";"b) Gli illeciti penali conseguenti all'uso personale di sostanze stupefacenti;";"c) La possibilità di operare perquisizioni d'iniziativa in materia di sostanze stupefacenti;";"d) Le circostanze, in presenze delle quali, si può individuare l'uso esclusivamente personale delle sostanze stupefacenti o psicotrope;";4
Per gli atti di straordinaria amministrazione cui provvede L'Agenzia del Demanio ai sensi dell'art. 12 comma 2 del D. Lgs. 109 del 2007 è necessaria:;"a) Lo stanziamento di fondi da parte del Ministero dell'Economia;";"b) L'autorizzazione della Corte di Conti;";"c) L'assenso del Ministero dell'Istruzione e del Merito;";"d) Il parere favorevole del Comitato di Sicurezza Finanziaria;";4
Nell'espletamento del proprio incarico l'amministratore provvede, ai sensi dell'art. 12 comma 4 del D. Lgs. 109 del 2007, osservando le direttive:;"a) Del Ministero dello Sviluppo Economico;";"b) Dell'Agenzia delle Entrate e del Territorio;";"c) Dell'Agenzia delle Dogane e dei Monopoli;";"d) Dell'Agenzia del Demanio;";4
Cosa disciplina l'art. 12 del D.Lgs. 109 del 2007?;"a) I compiti dell'Agenzia del Demanio con riguardo alle risorse economiche oggetto di congelamento;";"b) Le attività volte alla tutela del patrimonio artistico svolto dall'Arma dei Carabinieri;";"c) L'esercizio del potere disciplinare nei confronti del personale dell'Agenzia del Demanio;";"d) I servizi d'istituto svolti dalla Guardia di Finanza in materia di polizia valutaria;";1
Ai sensi dell'art. 12 comma 9 terzo periodo del D.Lgs. 109 del 2007 le somme per il pagamento dei compensi corrisposti ad amministratori e custodi sono inserite:;"a) Tra i costi del conto economico;";"b) Nel passivo dello stato patrimoniale;";"c) Nel conto della gestione;";"d) Nella nota integrativa;";3
Il Comitato di sicurezza finanziaria, nell'ambito dell'azione per il contrasto del terrorismo internazionale, ai sensi dell'articolo 4 quater del D.Lgs. 109/2007, cosa può chiedere alla Guardia di Finanza?;a) L'acquisizione dei precedenti fiscali e lo sviluppo degli accertamenti riguardanti la posizione economica, finanziaria e patrimoniale dei soggetti in via di designazione;b) Soltanto l'acquisizione dei precedenti fiscali dei soggetti in via di designazione;c) Nessuna delle alternative fornite è corretta;d) Soltanto lo sviluppo degli accertamenti riguardanti la posizione economica, finanziaria e patrimoniale dei soggetti in via di designazione;1
Il Comitato di sicurezza finanziaria, al fine della presentazione della proposta di inserimento dei soggetti nelle liste di cui agli articoli 4-bis e 4-ter, ai sensi dell'art 4 quater, comma 1, del D. Lgs. 109/2007, tiene conto, tra le altre cose, di:;a) sequestri amministrativi effettuati sempre nei confronti dei soggetti per i quali si propone il congelamento;b) nessuna delle alternative fornite è corretta;c) eventuali relazioni tra i soggetti di cui si propone il congelamento ed individui o entità già inseriti nelle liste;"d) accertamenti
patrimoniali svolti dalla Guardia di Finanza";3
L'art. 13 del D.Lgs. 109 del 2007 prevede:;"a) Le disposizioni sanzionatorie per le violazioni presenti nella stessa normativa;";"b) L'applicazione del congelamento dei beni nei casi di necessità ed urgenza;";"c) Le definizioni utili a comprendere il fenomeno del terrorismo;";"d) Le disposizioni di attuazione, di coordinamento e transitorie del nuovo codice dei contratti pubblici;";1
Il Comitato di sicurezza finanziaria, al fine della presentazione della proposta di inserimento dei soggetti nelle liste di cui agli articoli 4-bis e 4-ter, ai sensi dell'art 4 quater, comma 1, del D. Lgs. 109/2007, tra le altre cose:;a) è composto da 30 membri e dai rispettivi supplenti ed è presieduto dal Direttore generale del tesoro;b) è composto da 30 membri e dai rispettivi supplenti ed è presieduto dal Ministro dell'Economia e delle Finanze;c) tiene conto dell'esistenza di elementi di fatto che indichino una partecipazione attiva, o di supporto, di individui o entità ad attività terroristiche;"d) non tiene conto
dell'esistenza di elementi di fatto che indichino una partecipazione attiva, o di supporto, di individui o entità ad attività terroristiche";3
La trasgressione dell'articolo 7 del D.Lgs. 109 del 2007 comporta:;"a) L'arresto o l'ammenda;";"b) La multa, l'ergastolo o la reclusione;";"c) La sanzione
amministrativa pecuniaria ai sensi dell'art. 13 comma 2 del D.Lgs. 109 del 2007;";"d) L'interdizione perpetua a svolgere l'attività imprenditoriale;";3
Ai sensi dell'articolo 4 quinques, comma 1, del D. Lgs. 109/2007, quale Reparto del Corpo notifica, agli interessati, l'avvenuto inserimento nelle liste di cui agli articoli 4 bis e 4 ter del medesimo decreto?;a) Il Nucleo di Polizia Economico Finanziaria;b) Il competente Gruppo della Guardia di Finanza;c) Il competente Comando Provinciale della Guardia di Finanza;d) Il Nucleo Speciale di Polizia Valutaria;4
Ai sensi dell'art. 12 comma 10 del D.Lgs. 109 del 2007 le liquidazioni in favore dell'amministratore o del custode devono essere effettuate:;"a) In concomitanza con la redazione della nota integrativa;";"b) In seguito
all'approvazione del rendiconto economico;";"c) In epoca successiva all'approvazione del bilancio da parte dei soci;";"d) Prima della redazione del conto finale;";4
Per quale fine, il Comitato di sicurezza finanziaria di cui al D. Lgs. 109/2007 riesamina periodicamente la posizione dei soggetti inseriti nelle liste internazionali, comunitarie e nazionali:;a) al solo fine di assicurare l'aggiornamento delle informazioni che hanno determinato l'inserimento nelle liste;b) comunicare agli interessati la permanenza dei motivi che hanno determinato l'inserimento;c) al solo fine di verificare la permanenza delle condizioni che hanno determinato l'inserimento nelle liste;"d) assicurare
l'aggiornamento delle informazioni e verificare la permanenza delle condizioni che hanno determinato l'inserimento nelle liste";4
Quale ipotesi disciplina l'art. 12 comma 12 del D.Lgs. 109 del 2007?;"a) L'iscrizione all'albo di cui all'art. 64 del D.lgs. 385 del 1993 ss.mm.ii.;";"b) L'inserimento degli individui nelle liste delle persone da sottoporre alle misure di contrasto del terrorismo;";"c) La cancellazione degli individui o delle entità da inserire nelle liste delle persone da sottoporre alle misure di contrasto del terrorismo ovvero l'autorizzazione all'esenzione dal congelamento di risorse economiche;";"d) La radiazione dell'albo di cui all'art. 11 del D.lgs. 58 del 1998 ss.mm.ii.;";3
Chi non possono essere nominati amministratori di aziende o imprese sottoposte a congelamento, ai sensi dell'art. 12 comma 3 del D. Lgs. 109/2007:;a) il coniuge, i figli o coloro che nell'ultimo quinquennio hanno convissuto con i soggetti designati;b) il coniuge e i figli, qualora conviventi;c) il coniuge e i figli;d) il coniuge, i figli o coloro che nell'ultimo triennio hanno convissuto con i soggetti designati;1
A chi è inviata la relazione di cui all'art. 11, comma 2, del D. Lgs. 109/2007?;a) al Consorzio di sicurezza finanziaria, all'Agenzia del demanio e alla UIL;b) al Comitato di sicurezza finanziaria, all'Agenzia delle Entrate e alla UPF;c) al Comitato di sicurezza finanziaria, all'Agenzia del demanio e alla UIF;d) al Consorzio di sicurezza finanziaria, all'Agenzia del demanio e alla UIF;3
Il provvedimento con cui l'Agenzia del Demanio dispone la vendita delle risorse economiche per mancata presentazione dell'avente diritto a riceverle in consegna è comunicato ai competenti uffici:;"a) In forma parziale e solo relativamente alle generalità dell'interessato;";"b) In forma integrale;";"c) Per estratto, ai sensi dell'art. 12 comma 16 del D. Lgs. 109 del 2007;";"d) Utilizzando il sistema di classificazione riservatissimo;";3
Di quali poteri e facoltà si avvale la Guardia di Finanza, per lo svolgimento dei compiti di cui all'art. 11 del D.Lgs 109/2007:;a) soltanto delle facoltà e dei poteri di cui al decreto legislativo 19 marzo 2001, n. 68;b) soltanto delle facoltà e dei poteri di polizia tributaria;c) soltanto delle facoltà e dei poteri di polizia giudiziaria;d) delle facoltà e dei poteri di cui al decreto legislativo 19 marzo 2001, n. 68, nonché di quelli previsti dalla normativa valutaria, richiamati nella legge antiriciclaggio;4
Il Nucleo Speciale Polizia Valutaria, per lo svolgimento delle attività di cui al D. Lgs. 109/2007:;a) non può mai delegare gli altri reparti della Guardia di Finanza;b) può delegare gli altri reparti della Guardia di Finanza;c) può delegare gli altri reparti della Guardia di Finanza quando le misure riguardano beni immobili, mobili registrati, società o imprese di valore uguale o inferiore a 100.000,00 euro;d) può delegare altre FF.PP.;2
L'art. 12 comma 17 del D. Lgs. 109 del 2007 disciplina l'ipotesi:;"a) Della vendita delle cose, sottoposte al congelamento, che non possono essere custodite senza pericolo di deterioramento o senza rilevante dispendio;";"b) Delle sanzioni
amministrative correlate al congelamento dei beni;";"c) Delle sanzioni penali applicate in caso del congelamento dei beni;";"d) Delle sanzioni
pecuniarie irrogate in caso del congelamento dei beni;";1
Di chi si avvale il Comitato di sicurezza finanziaria per la notifica ai soggetti interessati dell'avvenuta cancellazione delle liste di designazione:;a) del Nucleo Polizia Economico Finanziaria della Guardia di Finanza;b) della Scuola di Polizia Economico Finanziaria della Guardia di Finanza;c) del Nucleo Speciale Polizia Valutaria della Guardia di Finanza;d) dell'Agenzia delle Entrate;3
Gli amministratori, ai sensi dell'art. 12 comma 3 del D. Lgs. 109/2007;a) non possono essere scelti sia tra funzionari appartenenti a pubbliche amministrazioni, sia tra privati che esercitino la professione di avvocato o commercialista;b) non devono essere scelti tra funzionari appartenenti a pubbliche amministrazioni;c) possono essere scelti sia tra funzionari appartenenti a pubbliche amministrazioni, sia tra privati che esercitino la professione di avvocato o commercialista;"d) devono essere scelti tra
funzionari appartenenti a
pubbliche amministrazioni";3
Ai sensi dell'art. 12 del D. Lgs. 109/2007, comma 5, sotto il controllo diretto di chi agisce il custode?;a) Del Comitato di sicurezza finanziaria;b) Dell'Agenzia delle Entrate;c) Nessuna delle alternative fornite è corretta;d) Dell'Agenzia di sicurezza finanziaria;3
Qual è stato il principale pregio introdotto dal D.Lgs. 109 del 2007?;"a) Quello di prevedere sanzioni penali volte al contrasto del terrorismo;";"b) Quello di riordinare la frammentaria normativa preesistente;";"c) Quello di introdurre la definizione di gruppi fondamentalisti islamici;";"d) Quello di ricostruire, in punto di diritto, l'attentato dell'11.09.2001;";2
Quale Ministero o Agenzia determina la somma dovuta per la violazione e ne ingiunge il pagamento, ai sensi dell'art. 13 quater, comma 6, del D. Lgs. 109/2007?;a) L'Agenzia del Demanio;b) Il Ministero dell'Economia e delle Finanze;c) Il Ministero dell'Interno;d) L'Agenzia delle Entrate;2
Sono escluse dall'ambito di applicazione del D. Lgs. 109/2007 le sanzioni di natura commerciale nei confronti di Paesi terzi, incluso l'embargo di armi?;a) No;b) Sì;c) Nessuna delle alternative fornite è corretta;d) Dipende dall'entità della sanzione di natura commerciale;2
L'art. 16 comma 1 del D.Lgs. 109 del 2007:;"a) Ha introdotto il reato di autoriciclaggio nel codice penale;";"b) Ha abrogato gli articoli 1, 1-bis e 2 del D.L. 369 del 2001 convertito, con modificazioni, dalla L. 431 del 2001;";"c) Ha abrogato le sanzioni amministrative tributarie;";"d) Ha introdotto il riciclaggio nel D.Lgs. 231 del 2007;";2
Di quante persone si compone il Comitato di sicurezza finanziaria previsto dal D. Lgs. 109/2007?;a) è composto da 50 membri;b) è composto da 15 membri e dai rispettivi supplenti;c) è composto da 25 membri e dai rispettivi supplenti;d) è composto da 20 membri;2
La nota informativa di cui all'articolo 4 quater, comma 3, del D. Lgs. 109/2007 in quale lingua è redatta?;a) Soltanto in francese;b) Nessuna delle alternative fornite è corretta;c) Soltanto in inglese;d) Soltanto in italiano;2
Quale tipologia di beni sono acquisiti al patrimonio dello Stato ai sensi dell'art. 12, comma 15, del D. Lgs. 109/2007?;a) I beni immobili e i beni costituiti in azienda ovvero in società;b) I beni mobili e i beni costituiti in azienda ovvero in società;c) I beni mobili;d) I beni costituiti in azienda ovvero in società;1
Il D.Lgs. 109 del 2007 definisce tra l'altro:;"a) La struttura di base dello Stato Maggiore della Difesa;";"b) L'istituzione delle sezioni antiterrorismo presso le sedi delle Procure della Repubblica - Direzioni Distrettuali Antimafia;";"c) L'architettura
istituzionale delle Agenzie per le Informazioni e la Sicurezza;";"d) La distribuzione delle competenze e l'assetto organizzativo interno predisposti per contrastare il finanziamento al terrorismo;";4
Da chi è decisa l'eventuale prosecuzione della relativa attività di impresa nel caso di congelamento di aziende che comportino l'esercizio di attività di impresa, ai sensi dell'art. 12 del D. Lgs. 109/2007, comma 7?;a) Dal Comitato di sicurezza finanziaria;b) Dall'Agenzia del Demanio;c) Dal Nucleo Speciale di Polizia Valutaria della Guardia di Finanza;d) Dal Comitato Olimpico;1
Le violazioni di cui all'art. 13 del D.Lgs. 109 del 2007 sono contestate al trasgressore ed all'obbligato in solido:;"a) Osservando i termini di cui al D.Lgs. 472 del 1997;";"b) Decorsi novanta giorni dal compimento delle stesse;";"c) Nel rispetto dei termini previsti dalla L. 689 del 1981;";"d) Immediatamente, ai sensi dell'art. 13-quater del D.Lgs. 109 del 2007;";4
Da chi sono sostenute le spese necessarie o utili per la conservazione e l'amministrazione dei beni ai sensi dell'art. 12 del D. Lgs. 109/2007, comma 8:;a) dall'Agenzia delle Entrate;b) dal Comitato di sicurezza finanziaria;c) dalla Presidenza del Consiglio dei Ministri;"d) dall'Agenzia del Demanio o
dall'amministratore";4
La valutazione della capacità finanziaria della persona fisica o giuridica responsabile, ai sensi dell'art. 13-ter del D.Lgs. 109 del 2007 lettera d), ai fini dell'applicazione delle sanzioni amministrative pecuniarie spetta:;"a) All'Agenzia delle Entrate e del Territorio;";"b) Al Ministero dell'Economia e delle Finanze e le Autorità di Vigilanza di Settore, per i profili di rispettiva competenza;";"c) Al Nucleo Speciale Entrate della Guardia di Finanza;";"d) All'Agenzia Italiana per la Cooperazione allo Sviluppo;";2
Salvo che il fatto costituisca reato, la violazione delle disposizioni di cui all'art. 5, comma 2, del D. Lgs. 109/2007:;a) è punita con una sanzione amministrativa pecuniaria da 5.000 euro a 500.000 euro;b) è punita soltanto se le risorse interessate hanno rilevante valore economico;c) non è punita se riguarda risorse di scarso valore economico;d) è punita con una sanzione amministrativa pecuniaria da 50.000 euro a 500.000 euro;1
La responsabilità solidale prevista dall'art. 13, comma 3, del D. Lgs. 109/2007:;a) non si applica quando l'autore della violazione non è più perseguibile ai sensi della legge 689/1981;b) sussiste anche quando l'autore della violazione non è univocamente identificabile;c) sussiste soltanto quando l'autore della violazione è univocamente identificabile;d) sussiste soltanto quando l'autore della violazione non è univocamente identificabile;2
L'art. 13-quater del D. Lgs. 109 del 2007 disciplina:;"a) Il procedimento per l'irrogazione delle sanzioni previste dall'art. 13 del D. Lgs. 109 del 2007;";"b) I comportamenti illeciti in materia di terrorismo internazionale;";"c) Le sanzioni volte al contrasto dei gruppi armati di terroristi;";"d) L'elemento soggettivo del reato rubricato attentato per finalità terroristiche o di eversione;";1
Le schede allegate alla proposta di designazione ai sensi dell'articolo 4 quater, comma 3, del D. Lgs. 109/2007;a) non contengono generalità, rapporti di parentela, luogo di residenza e domicilio, precedenti penali e di polizia dei soggetti destinatari della proposta di designazione;b) contengono generalità, rapporti di parentela, luogo di residenza e domicilio, precedenti penali e di polizia dei soggetti destinatari della proposta di designazione;c) contengono generalità, rapporti di parentela, luogo di residenza e domicilio, ma non anche i precedenti penali e di polizia, dei soggetti destinatari della proposta di designazione;d) contengono generalità, rapporti di parentela, luogo di residenza e domicilio, precedenti penali e di polizia dei familiari dei soggetti destinatari della proposta di designazione;2
I decreti sanzionatori di cui al D.Lgs. 109 del 2007 sono assoggettati alla giurisdizione:;"a) Del Giudice Penale;";"b) Del Giudice Amministrativo;";"c) Del Giudice Ordinario,
ai sensi dell'art. 14 comma
1 del D.Lgs. 109 del 2007;";"d) Della magistratura onoraria;";3
Per i ricorsi avverso i decreti sanzionatori di cui al D.Lgs. 109 del 2007 è competente:;"a) Il Tribunale di Milano;";"b) Il Tribunale di Roma, in via esclusiva, ai sensi dell'art. 14 comma 1 secondo periodo del D.Lgs. 109 del 2007;";"c) La Sezione
Giurisdizionale per il Lazio della Corte dei Conti;";"d) La Corte di Cassazione - III Sezione Penale;";2
L'art. 1 comma 1 lettera b) e c) del D.Lgs. 109 del 2007:;"a) Assimila la locuzione di congelamento di fondi a quella di congelamento di risorse economiche;";"b) Distingue tra le definizioni di congelamento di fondi e di congelamento di risorse economiche;";"c) Tratta la nozione di banda terroristica armata;";"d) Declina il significato di atti fraudolenti compiuti dai terroristi;";2
Il Dipartimento delle Informazioni per la Sicurezza ed i Direttori dei Servizi di informazione per la Sicurezza ricevono le informazioni in materia di misure di contrasto del terrorismo:;"a) Dal Ministero dell'Interno;";"b) Dal Ministero dell'Economia e delle Finanze;";"c) Dal Comitato di Sicurezza Finanziaria ai sensi dell'art. 3 comma 9 del D.Lgs. 109 del 2007;";"d) Dalla Presidenza del Consiglio dei Ministri;";3
Qualora l'associazione di cui all'art. 74 del D.P.R. 309/1990, è armata:;a) la pena, nel caso indicato dal comma 2 del medesimo articolo, non può essere inferiore a dodici anni di arresto;b) la pena, nel caso indicato dal comma 2 del medesimo articolo, non può essere inferiore a dodici anni di reclusione;c) la pena, nel caso indicato dal comma 2 del medesimo articolo, non può essere inferiore a diciotto anni di arresto;d) la pena, nel caso indicato dal comma 2 del medesimo articolo, non può essere inferiore a ventiquattro anni di arresto;2
Ai sensi dell'art. 72 del D.P.R. 309/1990 l'uso terapeutico di preparati medicinali a base di sostanze stupefacenti o psicotrope;a) è sanzionato penalmente;b) non è consentito;c) è consentito purché gli stessi siano prescritti secondo le necessità di cura in relazione alle particolari condizioni patologiche del soggetto;d) è sempre consentito, anche in assenza di specifica prescrizione;3
L'art. 3 del D.Lgs. 109 del 2007 disciplina:;"a) Il ruolo di policy maker del Ministero dell'Interno;";"b) Il supporto tecnico operativo fornito dal Nucleo Speciale Spesa Pubblica e Repressione Frodi Comunitarie della Guardia di Finanza;";"c) La struttura ed i compiti demandati al Comitato di Sicurezza Finanziaria;";"d) L'apporto fornito dagli Organi di Vertice delle Forze di Polizia ad ordinamento militare;";3
Salvo che il fatto costituisca più grave reato, chiunque commette uno dei fatti previsti dall'art. 73 del D.P.R. 309/1990, quando è punito, tra l'altro, con la pena della reclusione da sei mesi a quattro anni:;a) quando il fatto, per i mezzi, la modalità o le circostanze dell'azione ovvero per la qualità e quantità delle sostanze, è di lieve entità;b) quando il fatto, per i mezzi, la modalità o le circostanze dell'azione ovvero per la qualità e quantità delle sostanze, è di rilevante entità;c) quando il fatto, per i mezzi, la modalità o le circostanze dell'azione ovvero per la qualità e quantità delle sostanze, è di particolare gravità;d) quando il fatto è relativo ad una quantità di sostanze superiore a cento grammi;1
L'art. 4-quater del D. Lgs. 109 del 2007 disciplina:;"a) Il procedimento di designazione dei soggetti nelle liste delle persone da sottoporre alle misure di contrasto del terrorismo;";"b) Il congelamento dei beni immobili;";"c) Il sequestro probatorio dei beni mobili;";"d) La confisca delle quote sociali;";1
L'art. 4-quinquies del D. Lgs. 109 del 2007 disciplina:;"a) Le attività svolte dal Nucleo Speciale Tutela Privacy e Frodi Tecnologiche della Guardia di Finanza;";"b) Il ruolo del Ministero della Giustizia nel contrasto al finanziamento al terrorismo;";"c) La notifica dell'avvenuta iscrizione, e gli aggiornamenti, delle liste delle persone da sottoporre alle misure di contrasto del terrorismo;";"d) Le attribuzioni del Servizio Centrale Operativo della Polizia di Stato per la repressione delle attività illecite perpetrate dai fondamentalisti islamici;";3
In quali occasioni può essere adottato il provvedimento alternativo alla revoca previsto dall'art. 21, comma 3, del D.P.R. 309/1990?;a) Per i fatti di rilevante gravità;b) Per i fatti di moderata entità;c) Per i fatti di lieve entità;d) Mai;3
Con quale multa è punito colui che, senza l'autorizzazione di cui all'articolo 17 del D.P.R. 309/1990, fabbrica sostanze stupefacenti o psicotrope di cui alla tabella I prevista dall'articolo 14 dello stesso decreto?;a) Ai sensi del comma 1 dell'art. 72 dello stesso decreto, con la multa da euro 26.000 a euro 260.000;b) Nessuna delle alternative fornite è corretta;c) Ai sensi del comma 1 dell'art. 73 dello stesso decreto, con la multa da euro 12.000 a euro 120.000;d) Ai sensi del comma 1 dell'art. 73 dello stesso decreto, con la multa da euro 26.000 a euro 220.000;2
L'Autorità Giudiziaria, in caso di richiesta di informazioni da parte del Comitato di sicurezza finanziaria di cui al D. Lgs. 109/2007:;a) trasmette al Comitato le predette informazioni, fatta eccezione per quelle riguardanti fatti attinenti alla criminalità organizzata;b) trasmette al Comitato le predette informazioni, fatta eccezione per quelle riguardanti fatti attinenti a reati contro la Pubblica Amministrazione;c) trasmette al Comitato le predette informazioni, fatta eccezione per quelle riguardanti fatti attinenti all'ordine e alla sicurezza pubblica;d) trasmette al Comitato le predette informazioni;4
Qual è la differenza tra perquisizione e ispezione?;a) L'ispezione ha finalità preventiva, la perquisizione ha finalità repressiva;b) L'ispezione consiste in mero esame visivo, con la perquisizione si ricerca una cosa;c) L'ispezione può avere ad oggetto solo una persona, mentre la perquisizione anche una cosa;d) Nessuna;2
Ai sensi dell'art. 73 comma 3 secondo periodo del D.P.R. 309 del 1990 le Forze di Polizia:;"a) Applicano il sequestro preventivo per la cessione di sostanze dopanti senza autorizzazione del Prefetto;";"b) Effettuano il ritiro del passaporto in caso di contrabbando di tabacchi;";"c) Procedono al sequestro amministrativo del veicolo nell'ipotesi di spaccio di sostanze stupefacenti;";"d) Ove accertino la violazione di cui all'art. 75 comma 1 del D.P.R. 309 del 1990, e riscontrino che l'interessato abbia la diretta e immediata disponibilità di veicoli a motore, procedono all'immediato ritiro della patente di guida;";4
"Nel caso di ""corrieri ingoiatori"", quali sono i poteri che spettano alla polizia giudiziaria?";a) Può procedere, previo consenso necessario, ad eseguire un esame radiologico;b) Può solo sottoporre a fermo il soggetto indiziato in attesa del p.m.;c) Nessun potere d'intervento immediato;d) Può procedere, anche coattivamente, a far eseguire un esame radiologico da personale medico specializzato;4
"Quale Ministero esercita la vigilanza presso gli enti
e le imprese autorizzati alla coltivazione, alla fabbricazione, all'impiego, al commercio e presso chiunque sia autorizzato alla detenzione di sostanze stupefacenti o psicotrope?";a) Il Ministero dello Sviluppo Economico;b) Il Ministero dell'Interno;c) Il Ministero della Salute;d) Il Ministero della Giustizia;3
L'art. 79 comma 6 del D.P.R. 309 del 1990 prevede che la chiusura di un pubblico esercizio, destinato all'uso di sostanze stupefacenti o psicotrope, possa essere disposta:;"a) Dal Prefetto territorialmente competente;";"b) Dall'Autorità Giudiziaria con provvedimento motivato;";"c) Dal Questore;";"d) Dal Ministro dell'Interno;";2
Ogni quanto tempo devono essere effettuate, di norma, le ispezioni ordinarie ivi indicate ai sensi dell'art. 6, comma 3, del D.P.R. 309/1990?;a) Annualmente;b) Cinque anni;c) Tre anni;d) Nessuna delle alternative fornite è corretta;4
Chi avanza la richiesta di cancellazione dalle liste nazionali di individui ed entità, ai sensi dell'articolo 4 sexies, comma 3, del D. Lgs. 109/2007?;a) Dal Comitato di sicurezza finanziaria, di propria iniziativa o su richiesta dell'interessato;b) Nessuna delle alternative fornite è corretta;c) Dal Comitato affari costituzionali;d) Dal Ministro dell'Economia e delle Finanze;1
